Index;Season;Episode;Episode_name;Character_name;Character_race;Gender;Dialogue
449;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Please stop! I don't want this person to kill anyone! Just stay out of my way, will you? I'm begging you!
450;1;8;The Smell of Enchanting Blood;Police 1;Human;Male;Dammit! Look, you... If you're going to keep resisting...
451;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;Enchanting Blood. Aroma of Visual Fantasy.
452;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;What's this scent?
453;1;8;The Smell of Enchanting Blood;Police 1;Human;Male;What are all these patterns? What's going on? I can't see anything!
454;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Is this some kind of attack? If it is, that means trouble! Is the scent growing stronger?
455;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;You still use... the term "person"... to refer to even a transformed demon. And you're trying to save him. Allow me, then, to lend you a hand.
456;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;But why? You... Your scent tells me...
457;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;That's right. I am... ...a demon, but I am also a doctor, and I wish to annihilate that man, Kibutsuji.
458;1;8;The Smell of Enchanting Blood;Muzan's Daughter;Human;Female;Aren't you coming, Daddy?
459;1;8;The Smell of Enchanting Blood;Muzan;Demon;N/a;Daddy has work. I have a business meeting to attend. I'm also concerned about that disturbance just now.
460;1;8;The Smell of Enchanting Blood;Muzan's Wife;Human;Female;Dear...
461;1;8;The Smell of Enchanting Blood;Muzan;Demon;N/a;Don't worry. I'm only going to speak with the police. Now, get in.
462;1;8;The Smell of Enchanting Blood;Muzan's Daughter;Human;Female;Daddy, come home soon, okay?
463;1;8;The Smell of Enchanting Blood;Muzan;Demon;N/a;All right. You be a good girl now. Take them back to the house. Go on.
464;1;8;The Smell of Enchanting Blood;Young Man Drunk 1;Human;Male;Big Bro, let's hit one more bar!
465;1;8;The Smell of Enchanting Blood;Young Lady Drunk 1;Human;Female;Yacchan, are you okay?
466;1;8;The Smell of Enchanting Blood;Young Man Drunk 1;Human;Male;I'm fine! I'm fine! I'm not even drunk yetâ€” What the hell, you bastard?
467;1;8;The Smell of Enchanting Blood;Muzan;Demon;N/a;Forgive me.
468;1;8;The Smell of Enchanting Blood;Young Man Drunk 1;Human;Male;Hey, come back here!
469;1;8;The Smell of Enchanting Blood;Muzan;Demon;N/a;I'm very sorry, but I happen to be in a hurry, so...
470;1;8;The Smell of Enchanting Blood;Young Man Drunk 1;Human;Male;What did you say? Hey, look at you, decked out in those posh-looking threads! You piss me off! You and your pale face... You look like you're about to fall over dead! Hey, say something, will you? Or did you just croak?
471;1;8;The Smell of Enchanting Blood;Young Lady Drunk 1;Human;Female;Yacchan!
472;1;8;The Smell of Enchanting Blood;Young Man Drunk 2;Human;Male;What did you do to my kid brother?
473;1;8;The Smell of Enchanting Blood;Young Lady Drunk 1;Human;Female;Yacchan! He's dead! Yacchan's not breathing!
474;1;8;The Smell of Enchanting Blood;Young Man Drunk 2;Human;Male;You bastard!
475;1;8;The Smell of Enchanting Blood;Muzan;Demon;N/a;Does my complexion look unhealthy to you? Is my face pale? Do I look sickly to you? Do I look like I'm not long for this world? Do I look like I'm about to die? Wrong, wrong, wrong, wrong. I'm a living being who's infinitely close to perfection. What do you think will happen if I keep flooding you with my blood? The human body is unable to withstand the speed of transformation. And its cells are destroyed. Bring me the head of the Demon Slayer who wears hanafuda-like earrings. Understood?
476;1;8;The Smell of Enchanting Blood;Yahaba (Arrow Demon);Demon;Male;As you wish.
477;1;8;The Smell of Enchanting Blood;Susamaru (Temari Demon);Demon;Female;Your wish is our command.
478;1;8;The Smell of Enchanting Blood;Muzan;Demon;N/a;Those earrings...
479;1;8;The Smell of Enchanting Blood;Udon Shopkeeper;Human;Male;Now, listen to me! Here's the deal... My point is this, okay? It's not about the money! What I can't forgive is your lack of intent to eat my udon, all right?
480;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;I'm so sorry! Please serve me another bowl!
481;1;8;The Smell of Enchanting Blood;Udon Shopkeeper;Human;Male;So, you're gonna eat it?
482;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Yes!
483;1;8;The Smell of Enchanting Blood;Udon Shopkeeper;Human;Male;You're definitely gonna eat it?
484;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Yes, I shall!
485;1;8;The Smell of Enchanting Blood;Udon Shopkeeper;Human;Male;Okay! You, too! If you're gonna have udon, take off that bamboo thingie first! What is that thing anyway? Take these chopsticks! Chopsticks!
486;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;I'd like a bowl of udon! I'd like two bowls of udon!
487;1;8;The Smell of Enchanting Blood;Udon Shopkeeper;Human;Male;R-Right.
488;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Thank you very much for the meal! That was delicious!
489;1;8;The Smell of Enchanting Blood;Udon Shopkeeper;Human;Male;As long as you get it! It's all good! Thanks for your business!
490;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Sorry about that, Nezuko. Leaving you behind like that... What's wrong, Nezuko? So, you've been waiting for us?
491;1;8;The Smell of Enchanting Blood;Yushiro;Demon;Male;Because I was told to bring you to see her.
492;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;I could've tracked you by scent.
493;1;8;The Smell of Enchanting Blood;Yushiro;Demon;Male;She's in a place that's under a cloaking spell. No way could you find it.
494;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Cloaking?
495;1;8;The Smell of Enchanting Blood;Yushiro;Demon;Male;Anyway... Isn't that woman a demon? And an eyesore to boot.
496;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Eyesore? Eyesore? Does he mean "ugly"? Who? Nezuko? Who in their right mind would call her an eyesore? Just take a good look at her features! She was the beauty of our hometown! Our Nezuko!
497;1;8;The Smell of Enchanting Blood;Yushiro;Demon;Male;Let's go.
498;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Sure, we'll go, but still... No way is she an eyesore! Not on your life! Take a look at her where there's a bit more light! Come on, let's go over there! Oh, I know what it is! It's this muzzle, right? It might be because of this muzzle! I'd like you to behold Nezuko without the muzzle!
499;1;8;The Smell of Enchanting Blood;Yushiro;Demon;Male;Hurry it up. While no one's around.
500;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;There's a house behind the dead end!
501;1;8;The Smell of Enchanting Blood;Yushiro;Demon;Male;Get over here! Listen. Make sure you don't offend that person in any way. Personally, I couldn't care less what happens to you. But I brought you here because she insisted!
502;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;R-Right.
503;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;Come in.
504;1;8;The Smell of Enchanting Blood;Yushiro;Demon;Male;I have returned.
505;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;Welcome back.
506;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;I'm sorry that I left you to take care of things just now. How is the lady?
507;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;She'll be just fine. Unfortunately, I have to keep her husband restrained in the basement.
508;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Isn't treating human wounds unbearable for you?
509;1;8;The Smell of Enchanting Blood;Yushiro;Demon;Male;You think demons treat humans while choking back their own drool at the smell of blood?
510;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Sorry.
511;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;Stop it. Why would you resort to violence? I never introduced myself, did I? My name is Tamayo. That boy is Yushiro. I hope that you'll be his friend.
512;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;I don't think that's gonna happen.
513;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;It's not unbearable, you know. I believe it's much easier for me than for normal demons. Because I've tweaked my body considerably. I've also removed Kibutsuji's curse.
514;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Curse? T-Tweaked your body?
515;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;Come this way.
516;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Hey, Nezuko, that's bad manners!
517;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;That's quite all right. Please make yourselves at home.
518;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Sorry.
519;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;Now then, allow me to continue. I adjusted our bodies so that we can live without devouring humans. A small amount of human blood is all we need.
520;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Blood? You mean...
521;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;You may find it distasteful, but what I do is buy blood under the guise of transfusions from those unable to make ends meet. Of course, no more than would impair them.
522;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;I see. So, that's why I'm not picking up that strange scent unique to demons from these two. But they do need human blood after all. If blood is all they need, then Nezuko...
523;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;Yushiro can get by with even less blood. I'm the one who turned him into a demon.
524;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;You did that? But...
525;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;You're right. It's generally held that no one but Kibutsuji can reproduce demons. That's more or less accurate. After more than 200 years, I was only able to transform Yushiro into a demon after all.
526;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Two... Two hundred years... You were only able to transform Yushiro after more than 200 years?
527;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;Exactly how old are you, Miss Tamayo?
528;1;8;The Smell of Enchanting Blood;Yushiro;Demon;Male;Don't ask a lady her age, you ill-mannered scoundrel!
529;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;Yushiro! The next time you hit that boy, I'll make you regret it!
530;1;8;The Smell of Enchanting Blood;Yushiro;Demon;Male;Yes, ma'am! She's beautiful even when she's angry!
531;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;There's one thing I'd like to clear up with you. I'm not trying to create more demons. I only perform the procedure on the terminally ill or those so gravely injured that they don't have long to live. And in those cases, I always ask them beforehand if they wish to live on even as demons.
532;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;The scent she's giving off is pure and devoid of deception. She's someone I can trust. Miss Tamayo, is there a way to return a transformed demon back to human form?
533;1;8;The Smell of Enchanting Blood;Susamaru (Temari Demon);Demon;Female;See anything?
534;1;8;The Smell of Enchanting Blood;Yahaba (Arrow Demon);Demon;Male;I can see. I can see footprints. This is it. This is it. Making a huge turn over there. There are three of them. And one's carrying some kind of big box.
535;1;8;The Smell of Enchanting Blood;Susamaru (Temari Demon);Demon;Female;How should we kill them, I wonder. I can feel the flow of power. Because of all the blood he shared with me.
536;1;8;The Smell of Enchanting Blood;Yahaba (Arrow Demon);Demon;Male;Of course we're going to slay them vindictively.
537;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;There is a way to turn a demon... back into a human.
538;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Please tell me how!
539;1;8;The Smell of Enchanting Blood;Yushiro;Demon;Male;Don't you dare get so close to Lady Tamayo!
540;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;Yushiro...
541;1;8;The Smell of Enchanting Blood;Yushiro;Demon;Male;Yes, ma'am! I only threw him. Lady Tamayo. I did not hit him.
542;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;You mustn't do either.
543;1;8;The Smell of Enchanting Blood;Yushiro;Demon;Male;Yes, ma'am!
544;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Ouch, ouch, ouch. Please tell me how.
545;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;For any kind of wound, there's always some kind of medicine or treatment. At this time, I'm unable to turn a demon back into a human, but surely, that, too... However, we are dedicated to establishing such a method of treatment. Towards that end, I'd like to ask you to do something for me. To produce such an elixir, it is necessary to study the blood of numerous demons. I have two favors to ask of you. One, permission to study your sister's blood. Two, to retrieve blood samples from demons as closely related to Kibutsuji as possible. Nezuko's current condition is extremely rare and unique. I understand that she was asleep for two straight years, and I believe that her body underwent changes during that time. Normally, any demon who went that long without consuming the flesh or blood of a human or beast would unquestionably go berserk.
546;1;8;The Smell of Enchanting Blood;Yushiro;Demon;Male;Lady Tamayo is beautiful today, too! I'm sure she'll be beautiful again tomorrow!
547;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;And yet, surprisingly, Nezuko shows none of those signs. This miracle will be the key to finding a solution.
548;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;Nezuko...
549;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;The other request I have for you is a harsh one. By "demons closely related to Kibutsuji," I meant demons whose powers are more on par with that of Kibutsuji himself. It won't be easy to extract blood from such demons. Are you still willing to go along with my requests?
550;1;8;The Smell of Enchanting Blood;Tanjiro;Human;Male;If there's no other way, then I'll do it. If it means you're going to research all these demons' blood and create this medicine... If that happens, that means it won't just be Nezuko. Lots of other people will be saved, too, right?
551;1;8;The Smell of Enchanting Blood;Tamayo;Demon;Female;That's right.
552;1;8;The Smell of Enchanting Blood;Yushiro;Demon;Male;Get down!
553;1;8;The Smell of Enchanting Blood;Yahaba (Arrow Demon);Demon;Male;Did you decide how to kill them?
554;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;How should we kill them, I wonder. I can feel the flow of power. Because of all the blood he shared with me.
555;1;9;Temari Demon and Arrow Demon;Yahaba (Arrow Demon);Demon;Male;Of course we're going to slay them vindictively.
556;1;9;Temari Demon and Arrow Demon;Yushiro;Demon;Male;Get down!
557;1;9;Temari Demon and Arrow Demon;Yahaba (Arrow Demon);Demon;Male;Did you decide how to kill them?
558;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;Vindictively, of course! You were right, Yahaba! A building just appeared out of nowhere!
559;1;9;Temari Demon and Arrow Demon;Yahaba (Arrow Demon);Demon;Male;The handiwork of a Blood Demon Arts wielder adept at hiding objects. And is the demon hunter accompanied by a demon? What's going on here?
560;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;Isn't this fun?
561;1;9;Temari Demon and Arrow Demon;Yahaba (Arrow Demon);Demon;Male;Still, I have to say, Susamaru... Your way of doing things is so immature. So careless. You splattered me! You splattered my kimono with dust!
562;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;Oh, stop whining! We found them right away thanks to my temari, so who cares? And now we can have tons of fun!
563;1;9;Temari Demon and Arrow Demon;Yahaba (Arrow Demon);Demon;Male;You've gone and splattered me again!
564;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;You're so uptight. Your kimono isn't the least bit soiled. And besides... Found 'em! Found 'em!
565;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;A temari! So, she caused all this damage by throwing that temari?
566;1;9;Temari Demon and Arrow Demon;Yushiro;Demon;Male;That woman... Is she one of Kibutsuji's minions? Lady Tamayo!
567;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;Yushiro! Dammit! Nezuko! Take the lady sleeping in the back room somewhere safe outside!
568;1;9;Temari Demon and Arrow Demon;Tamayo;Demon;Female;It's too dangerous outside! We have a basement, so take her there!
569;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;Understood! Nezuko!
570;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;That's one down!
571;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;She's giving off a totally different scent than any of the other demons! Is it stronger? It's a really thick scent! It feels so heavy once it enters my lungs!
572;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;The demon hunter wearing hanafuda-like earrings... It's you, isn't it?
573;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;So, I'm the one they're targeting? Miss Tamayo! Please find a place to hide! I'm the one those demons are after!
574;1;9;Temari Demon and Arrow Demon;Tamayo;Demon;Female;Tanjiro, I want you to fight without worrying about us. We'll be fine without your protection. Since we're demons.
575;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;All right. It's all over for you now!
576;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;That temari will only swerve if I dodge it. Of the ten forms... The fastest thrusting technique... Total Concentration... Water Breathing! Seventh Form, Drop Ripple Thrust-curve!
577;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;Oh, so you thrust at the curve diagonally to soften the temari's blow. But...
578;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;How can that temari move around like that? It swerved unnaturally when it struck Yushiro, as well! It's not like it's spinning in any special way, and yet... What is this?
579;1;9;Temari Demon and Arrow Demon;Tamayo;Demon;Female;Yushiro! Yushiro!
580;1;9;Temari Demon and Arrow Demon;Yushiro;Demon;Male;La... Lady Tamayo! Didn't I tell you? That we shouldn't get involved with that demon hunter! From the start! My Blindfold technique is still a work in progress! I know you're well aware of that yourself! I may be able to conceal the presence of buildings and people, their scent, but it's not like I can mask their very existence! The greater our numbers, the more traces we'll leave, and the greater the odds that Kibutsuji will discover us!
581;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;Those demons got this close to us, yet there was no scent until we came under attack! That was Yushiro's Blood Demon Art, huh?
582;1;9;Temari Demon and Arrow Demon;Yushiro;Demon;Male;Anyone who ruins the time I spend alone with you... I despise such people! I despise them with passion! It's unforgivable!
583;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;Hey, he's babbling! What fun this is! What fun this is! To be killed by me, one of the Twelve Demon Moons... You should be honored!
584;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;Twelve Demon Moons?
585;1;9;Temari Demon and Arrow Demon;Tamayo;Demon;Female;They serve directly under Kibutsuji!
586;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;She grew more arms!
587;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;Now then, let's keep playing! Until morning comes! Until you die!
588;1;9;Temari Demon and Arrow Demon;Tamayo;Demon;Female;If I were to cast my spell now, it would affect Tanjiro, as well. And Yushiro needs time to prepare to switch to attack mode. But if this goes on...
589;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;There it is again! Even without hitting anything, they changed trajectory! If I go ahead and slash them, it blunts the blow, but then they hit me anyway! Two different scents of blood. There are two demons! Their scent tells me where they are! But... Miss Tamayo! Yushiro! It's no good! I don't have time to protect them!
590;1;9;Temari Demon and Arrow Demon;Tamayo;Demon;Female;We'll be healed soon enough! So don't worry!
591;1;9;Temari Demon and Arrow Demon;Yushiro;Demon;Male;Hey! Moron demon hunter! If you look at the arrows, you can tell which direction they're going! Dodge the arrows!
592;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;Arrows?
593;1;9;Temari Demon and Arrow Demon;Yushiro;Demon;Male;Seriously, you can't even see them? I'm going to lend you my sense of sight! That should at least enable you to behead that temari woman!
594;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;I can see now! She was using these arrows to control... ...the trajectory of the temari! Thanks, Yushiro! I can see the arrows now, too!
595;1;9;Temari Demon and Arrow Demon;Yushiro;Demon;Male;Then, hurry up and defeat her!
596;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;Nezuko! Nezuko, let's go outside! Take care of the demon up in the tree! I'm the one you want to take on!
597;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;The demon hunter wearing hanafuda-like earrings... No question. I'm going to bring that head of yours to him. What fun this is!
598;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;Nezuko, how much longer? They're gone! Water Breathing... Third Form, Flowing Dance! Miss Tamayo! Are these two demons closely related to Kibutsuji?
599;1;9;Temari Demon and Arrow Demon;Tamayo;Demon;Female;Most likely.
600;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;Then, I'm going to extract blood from them for sure!
601;1;9;Temari Demon and Arrow Demon;Tamayo;Demon;Female;I have two favors to ask of you. One, permission to study your sister's blood. Two, to retrieve blood samples from demons as closely related to Kibutsuji as possible. By "demons closely related to Kibutsuji," I meant demons whose powers are more on par with that of Kibutsuji himself. It won't be easy to extract blood from such demons.
602;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;Third Form, Flowing Dance! Miss Tamayo! Are these two demons closely related to Kibutsuji?
603;1;9;Temari Demon and Arrow Demon;Tamayo;Demon;Female;Most likely.
604;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;You think you're going to extract blood from us? I don't know what you're scheming, but I won't allow you to do anything to displease him! If you think you can extract blood from us Twelve Demon Moons, then have at it!
605;1;9;Temari Demon and Arrow Demon;Yushiro;Demon;Male;Watch your back! Don't let your guard down for a second! If those two really are Twelve Demon Moons, then they're undeniably more formidable than any other demon you've killed until now!
606;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;Right! Understood! Watch my back, don't let my guard down for a second, undeniably... until now... Right! I'll do my best!
607;1;9;Temari Demon and Arrow Demon;Yushiro;Demon;Male;Lady Tamayo! Let's use those two as decoys and escape! I'm just kidding!
608;1;9;Temari Demon and Arrow Demon;Yahaba (Arrow Demon);Demon;Male;Don't stir up dust like that. So filthy!
609;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;She grew new arms in such a short time! She can regenerate way faster than those Final Selection demons!
610;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;I'm going to bring that head of yours to him.
611;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;Nezuko!
612;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;Now then, why don't you both die at once?
613;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;Are you okay, Nezuko?
614;1;9;Temari Demon and Arrow Demon;Yushiro;Demon;Male;Hey, Demon Hunter! You get rid of that arrow man first! We'll take on the temari woman with your sister!
615;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;Understood! Nezuko, whatever you do, don't push yourself too hard. I'm counting on you. I swear... I'm going to extract their blood! If it means the medicine will be perfected even a minute sooner, I'll gladly fight any demon! I'll fight and win! There it is! Opening Thread!
616;1;9;Temari Demon and Arrow Demon;Yahaba (Arrow Demon);Demon;Male;What a grimy little urchin you are. You stay away from me!
617;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;The thread snapped! This hurts! I mean this really... It seriously hurts! A move! Unleash a move to blunt the attack! Eighth Form, Waterfall Basin!
618;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;He vanished?
619;1;9;Temari Demon and Arrow Demon;Yushiro;Demon;Male;You hurt Lady Tamayo! I'll never forgive you for that!
620;1;9;Temari Demon and Arrow Demon;Yahaba (Arrow Demon);Demon;Male;Tamayo? Hey, Susamaru, the one over there... Wouldn't that be Tamayo the Fugitive? What a great souvenir she'll make!
621;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;Is that right?
622;1;9;Temari Demon and Arrow Demon;Yushiro;Demon;Male;Idiot!
623;1;9;Temari Demon and Arrow Demon;Tamayo;Demon;Female;You mustn't kick it!
624;1;9;Temari Demon and Arrow Demon;Susamaru (Temari Demon);Demon;Female;What fun this is! What fun this is! I like kemari, too! Yahaba! Will four heads be enough to take home?
625;1;9;Temari Demon and Arrow Demon;Yahaba (Arrow Demon);Demon;Male;No. We're taking two. The demon hunter and the fugitive. We have no use for the other two.
626;1;9;Temari Demon and Arrow Demon;Tamayo;Demon;Female;Nezuko... The bleeding isn't stopping instantly. She's recovering so slowly. This medicine will help heal your leg right away, all right?
627;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;What should I do? I can't lose no matter what! But even if I can see the Opening Thread, it won't be easy to slash him! Any move would be pointless unless I can land my blow in the opening with pinpoint accuracy! If I'm off by even a little, the move won't be nearly as potent! He'll only change the sword's direction using his arrow skills! And I hate to say it, but those eyeballs on his hands are creepy! Though I hate to say it! The speed of this arrow! It's not going to disappear until it hits me! And I can't slash it with my sword! The instant the blade touches it, I'll get blasted away in the arrow's direction! What should I do?
628;1;9;Temari Demon and Arrow Demon;Yahaba (Arrow Demon);Demon;Male;It's all going the way I want it to! Your arm's going to get twisted right off! So, you eluded it by spinning in the same direction as the Kouketsu Arrow? Damn monkey!
629;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;I can't take much more of his attacks! I gotta strike back! I gotta change the arrow's direction without touching it directly!
630;1;9;Temari Demon and Arrow Demon;Yahaba (Arrow Demon);Demon;Male;It's about time for you to die!
631;1;9;Temari Demon and Arrow Demon;Tanjiro;Human;Male;Adapt your moves! First, use the Sixth Form to envelope the arrow! Then use the footwork of the Third Form... to close in on him! Twist! Envelope! Twisting Whirlpool-Flowing Water! My sword's so heavy! But... Second Form... Modified! Horizontal Water Wheel!
632;1;10;Together Forever;Yahaba (Arrow Demon);Demon;Male;It's about time for you to die!
633;1;10;Together Forever;Tanjiro;Human;Male;Twist! Envelope! Twisting Whirlpool-Flowing Water! My sword's so heavy! But... Second Form... Improved, Lateral Water Wheel! I did it! The Whirlpool move loses force when it's not underwater! But thanks to my opponent's attack, it gained power, and I was able to envelope the arrows!
634;1;10;Together Forever;Yahaba (Arrow Demon);Demon;Male;Damn! Curse you! Curse you! Curse you! All I had to do was bring back your head, and I would've won his approval! I'll never forgive you! I'll never ever forgive you! Shoving my face into this vile dirt! You're going down with me!
635;1;10;Together Forever;Tanjiro;Human;Male;Oh no! He's gonna get me! I'm getting pulled by a force stronger than the arrows he's hit me with! I gotta unleash move after move and go on the defensive, or my body's going to get smashed! Fourth Form, Striking Tide! The pressure is bearing down on my body, and I can't swing my sword! Unleash one! Unleash a move! Not here! Don't let yourself get beat! Second Form, Water Wheel! Waterfall Basin! Water Surface Slash! Drop Ripple Thrust-curve! Whirlpool! I've never made this many consecutive moves before! It feels like both my arms are about to get torn off! Nowhere near enough!
636;1;10;Together Forever;Yahaba (Arrow Demon);Demon;Male;More... Suffer more!
637;1;10;Together Forever;Tanjiro;Human;Male;How many more times? How many? Don't think about it! Just keep unleashing moves! Keep throwing them out!
638;1;10;Together Forever;Yahaba (Arrow Demon);Demon;Male;Not yet! It's still not enough yet!
639;1;10;Together Forever;Tanjiro;Human;Male;Nezuko... Miss Tamayo... Yushiro... I've got a broken rib and leg. N-No good! I'm too exhausted to grip my sword! I gotta get over there! There's still one more demon! I'll be there soon! I'll be there soon! So be safe, all right? Please... be safe!
640;1;10;Together Forever;Yushiro;Demon;Male;Ridiculous! It's child's play for me to evade a linear attack like this! Locating you is a breeze, as well!
641;1;10;Together Forever;Susamaru (Temari Demon);Demon;Female;The same goes for you! No matter how well you might conceal yourself, I can see you clear as day! What fun this is!
642;1;10;Together Forever;Yushiro;Demon;Male;Hey you! Don't be so rash just because you're immortal! Wh-What's wrong? What do you think you're doing? Here it comes! Look at her. Lady Tamayo...
643;1;10;Together Forever;Susamaru (Temari Demon);Demon;Female;You little brat! You little brat! So, now you can kick my temari back at me? How insolent! You damn brat!
644;1;10;Together Forever;Yushiro;Demon;Male;Unbelievable. Lady Tamayo, is this...
645;1;10;Together Forever;Tamayo;Demon;Female;I used a healing serum on her. Nothing more. Made exclusively for demons. It doesn't make one physically stronger. What we're seeing is Nezuko's own power. Without devouring human blood... Solely on her own... Nezuko is gaining strength at a rapid rate. However, her opponent is also formidable. If she were to go all-out, Nezuko wouldn't stand a chance. I've got to... do something.
646;1;10;Together Forever;Susamaru (Temari Demon);Demon;Female;You're an amusing little girl! This time, I'm going all-out against you! I wonder how long you can hold out!
647;1;10;Together Forever;Tamayo;Demon;Female;Twelve Kizuki demon girl there.
648;1;10;Together Forever;Susamaru (Temari Demon);Demon;Female;You're in my way! Step back, you damn fugitive!
